title,department,center,teacher,start_date,end_date,min_cost,max_cost,days,course_link
نصب، راه اندازی، تعمیر و نگهداری پکیج,علوم مهندسی,اسلامشهر,حسین تقی زاده,جمعه ۱ اسفند ۱۴۰۴,جمعه ۴ اردیبهشت ۱۴۰۵,"۱۰۹,۰۰۰,۰۰۰","۱۰۹,۰۰۰,۰۰۰",جمعه ساعت ۰۹:۰۰ تا ۱۵:۰۰,https://mftplus.com/lesson/4287/نصب،-راه-اندازی،-تعمیر-و-نگهداری-پکیج
دوره جامع محاسبات ساختمان : ETABS/SAFE سطح یک,علوم مهندسی,پارک ساعی,مشخص نشده,جمعه ۱ اسفند ۱۴۰۴,پنجشنبه ۱۱ تیر ۱۴۰۵,"۱۶۹,۰۰۰,۰۰۰","۱۶۹,۰۰۰,۰۰۰",جمعه ساعت ۱۳:۰۰ تا ۱۷:۰۰ | پنجشنبه ساعت ۱۳:۰۰ تا ۱۷:۰۰,https://mftplus.com/lesson/153812123/دوره-جامع-محاسبات-ساختمان-:-ETABS/SAFE-سطح-یک
کارگاه بستن حسابها,علوم مالی و حسابداری,بلوار کاوه(قیطریه),مشخص نشده,جمعه ۱ اسفند ۱۴۰۴,جمعه ۱ اسفند ۱۴۰۴,"۱۰,۵۰۰,۰۰۰","۱۰,۵۰۰,۰۰۰",جمعه ساعت ۰۸:۰۰ تا ۱۴:۰۰,https://mftplus.com/lesson/4273/کارگاه-بستن-حسابها
C# Programming,فناوری اطلاعات و ارتباطات,انقلاب,مشخص نشده,جمعه ۱ اسفند ۱۴۰۴,جمعه ۸ خرداد ۱۴۰۵,"۶۷,۰۰۰,۰۰۰","۸۳,۰۰۰,۰۰۰",جمعه ساعت ۰۹:۰۰ تا ۱۴:۰۰,https://mftplus.com/lesson/132027124/C#-Programming
کفپوش های مدرن سه بعدی با پوشش اپوکسی,معماری,نیاوران,مشخص نشده,جمعه ۱ اسفند ۱۴۰۴,جمعه ۱ اسفند ۱۴۰۴,"۱۰۰,۰۰۰,۰۰۰","۱۰۰,۰۰۰,۰۰۰",جمعه ساعت ۰۸:۰۰ تا ۲۰:۰۰,https://mftplus.com/lesson/6528/کفپوش-های-مدرن-سه-بعدی-با-پوشش-اپوکسی
Wordpress & WooCommerce Essential Training,فناوری اطلاعات و ارتباطات,میرداماد,مشخص نشده,جمعه ۱ اسفند ۱۴۰۴,جمعه ۱۸ اردیبهشت ۱۴۰۵,"۴۱,۰۰۰,۰۰۰","۵۳,۰۰۰,۰۰۰",جمعه ساعت ۰۹:۰۰ تا ۱۳:۰۰,https://mftplus.com/lesson/5202/Wordpress-&-WooCommerce-Essential-Training
گریم متعادل سازی,دانش سلامت,نیاوران,مشخص نشده,جمعه ۱ اسفند ۱۴۰۴,جمعه ۲۹ خرداد ۱۴۰۵,"۹۲,۷۰۰,۰۰۰","۹۲,۷۰۰,۰۰۰",جمعه ساعت ۱۴:۰۰ تا ۱۸:۰۰,https://mftplus.com/lesson/341514125/گریم-متعادل-سازی
بازرسی جوش (CWI) مطابق با AWS QC-1,علوم مهندسی,پارک ساعی,مشخص نشده,جمعه ۱ اسفند ۱۴۰۴,جمعه ۲۵ اردیبهشت ۱۴۰۵,"۷۵,۰۰۰,۰۰۰","۷۵,۰۰۰,۰۰۰",جمعه ساعت ۰۹:۰۰ تا ۱۴:۰۰,https://mftplus.com/lesson/153612123/بازرسی-جوش-(CWI)-مطابق-با-AWS-QC-1
برق ساختمان,برق و الکترونیک,اسلامشهر,مشخص نشده,جمعه ۱ اسفند ۱۴۰۴,جمعه ۱۸ اردیبهشت ۱۴۰۵,"۱۰۲,۰۰۰,۰۰۰","۱۰۲,۰۰۰,۰۰۰",جمعه ساعت ۰۹:۰۰ تا ۱۵:۰۰,https://mftplus.com/lesson/4551/برق-ساختمان
اصول تهیه و تدوین قراردادها و مبانی حقوقی کسب و کار,مدیریت و کسب و کار,آیت الله کاشانی (غرب),مشخص نشده,جمعه ۱ اسفند ۱۴۰۴,جمعه ۸ اسفند ۱۴۰۴,"۳۳,۰۰۰,۰۰۰","۳۳,۰۰۰,۰۰۰",جمعه ساعت ۱۰:۰۰ تا ۱۸:۰۰,https://mftplus.com/lesson/4397/اصول-تهیه-و-تدوین-قراردادها-و-مبانی-حقوقی-کسب-و-کار
مقدمه ای بر الگوریتم و برنامه نویسی,فناوری اطلاعات و ارتباطات,ونک,مشخص نشده,جمعه ۱ اسفند ۱۴۰۴,جمعه ۲۵ اردیبهشت ۱۴۰۵,"۲۸,۰۰۰,۰۰۰","۳۳,۰۰۰,۰۰۰",جمعه ساعت ۱۳:۰۰ تا ۱۷:۰۰,https://mftplus.com/lesson/132017130/مقدمه-ای-بر-الگوریتم-و-برنامه-نویسی
Microsoft Office Word 2021,فناوری اطلاعات و ارتباطات,سیدخندان,مشخص نشده,جمعه ۱ اسفند ۱۴۰۴,جمعه ۲۱ فروردین ۱۴۰۵,"۲۰,۰۰۰,۰۰۰","۲۰,۰۰۰,۰۰۰",جمعه ساعت ۱۳:۰۰ تا ۱۸:۰۰,https://mftplus.com/lesson/5714/Microsoft-Office-Word-2021
بازرگانی بین الملل,مدیریت و کسب و کار,نیاوران,آریا آتش رزم,جمعه ۱ اسفند ۱۴۰۴,جمعه ۲۲ اسفند ۱۴۰۴,"۳۶,۸۰۰,۰۰۰","۳۶,۸۰۰,۰۰۰",جمعه ساعت ۱۵:۰۰ تا ۲۱:۰۰,https://mftplus.com/lesson/4937/بازرگانی-بین-الملل
تربیت کارشناس منابع انسانی,مدیریت و کسب و کار,البرز,مشخص نشده,جمعه ۱ اسفند ۱۴۰۴,جمعه ۵ تیر ۱۴۰۵,"۱۴۹,۰۰۰,۰۰۰","۱۴۹,۰۰۰,۰۰۰",جمعه ساعت ۱۳:۰۰ تا ۱۷:۰۰,https://mftplus.com/lesson/6639/تربیت-کارشناس-منابع-انسانی
کارگاه حقوق و دستمزد,علوم مالی و حسابداری,پارک ساعی,مشخص نشده,جمعه ۱ اسفند ۱۴۰۴,جمعه ۸ اسفند ۱۴۰۴,"۲۱,۹۰۰,۰۰۰","۲۱,۹۰۰,۰۰۰",جمعه ساعت ۰۸:۰۰ تا ۱۴:۰۰,https://mftplus.com/lesson/4274/کارگاه-حقوق-و-دستمزد
مدیریت زنجیره تامین در عصر دیجیتال,مدیریت و کسب و کار,نیاوران,آریا آتش رزم,جمعه ۱ اسفند ۱۴۰۴,جمعه ۱ اسفند ۱۴۰۴,"۲۰,۹۰۰,۰۰۰","۲۰,۹۰۰,۰۰۰",جمعه ساعت ۰۹:۰۰ تا ۱۷:۰۰,https://mftplus.com/lesson/5096/مدیریت-زنجیره-تامین-در-عصر-دیجیتال
Programming with Python,فناوری اطلاعات و ارتباطات,انقلاب,مشخص نشده,جمعه ۱ اسفند ۱۴۰۴,جمعه ۸ خرداد ۱۴۰۵,"۷۰,۰۰۰,۰۰۰","۸۸,۰۰۰,۰۰۰",جمعه ساعت ۰۹:۰۰ تا ۱۴:۰۰,https://mftplus.com/lesson/5679/Programming-with-Python
کارگاه عکاسی پرتره,هنر و سینما,بلوار کاوه(قیطریه),مشخص نشده,شنبه ۲ اسفند ۱۴۰۴,شنبه ۱۹ اردیبهشت ۱۴۰۵,"۸۷,۸۰۰,۰۰۰","۸۷,۸۰۰,۰۰۰",شنبه ساعت ۱۶:۰۰ تا ۲۰:۰۰,https://mftplus.com/lesson/431213158/کارگاه-عکاسی-پرتره
Network+,فناوری اطلاعات و ارتباطات,بلوار کاوه(قیطریه),مشخص نشده,شنبه ۲ اسفند ۱۴۰۴,شنبه ۱۹ اردیبهشت ۱۴۰۵,"۱۵,۰۰۰,۰۰۰","۲۰,۰۰۰,۰۰۰",شنبه ساعت ۱۷:۳۰ تا ۲۰:۳۰,https://mftplus.com/lesson/131612129/Network+
برنامه نویسی پایتون مقدماتی 2,کودک و نوجوان,بلوار کاوه(قیطریه),مشخص نشده,شنبه ۲ اسفند ۱۴۰۴,چهارشنبه ۹ اردیبهشت ۱۴۰۵,"۶۸,۴۰۰,۰۰۰","۶۸,۴۰۰,۰۰۰",شنبه ساعت ۱۶:۰۰ تا ۱۸:۰۰ | چهارشنبه ساعت ۱۶:۰۰ تا ۱۸:۰۰,https://mftplus.com/lesson/3971/برنامه-نویسی-پایتون-مقدماتی-2
3Ds Max Beginners to Advanced & V-Ray,معماری,بلوار کاوه(قیطریه),مشخص نشده,شنبه ۲ اسفند ۱۴۰۴,شنبه ۱۲ اردیبهشت ۱۴۰۵,"۱۴۴,۰۰۰,۰۰۰","۱۴۴,۰۰۰,۰۰۰",شنبه ساعت ۱۴:۰۰ تا ۱۹:۰۰ | دوشنبه ساعت ۱۴:۰۰ تا ۱۹:۰۰,https://mftplus.com/lesson/4542/3Ds-Max-Beginners-to-Advanced-&-V-Ray
تعمیرات لباس,فناوری مد و پوشاک,بلوار کاوه(قیطریه),مشخص نشده,شنبه ۲ اسفند ۱۴۰۴,شنبه ۶ تیر ۱۴۰۵,"۵۵,۰۰۰,۰۰۰","۵۵,۰۰۰,۰۰۰",شنبه ساعت ۰۹:۰۰ تا ۱۲:۰۰,https://mftplus.com/lesson/5925/تعمیرات-لباس
نقاشی خط 1 (کالیگرافی مدرن),هنر و سینما,بلوار کاوه(قیطریه),مشخص نشده,شنبه ۲ اسفند ۱۴۰۴,شنبه ۲۲ فروردین ۱۴۰۵,"۴۶,۸۰۰,۰۰۰","۴۶,۸۰۰,۰۰۰",شنبه ساعت ۱۶:۰۰ تا ۱۹:۰۰,https://mftplus.com/lesson/4456/نقاشی-خط-1-(کالیگرافی-مدرن)
دوره جامع مدیریت سرمایه گذاری در بازارهای پولی و مالی بین الملل (FX & CFD),علوم مالی و حسابداری,بلوار کاوه(قیطریه),مشخص نشده,شنبه ۲ اسفند ۱۴۰۴,دوشنبه ۴ خرداد ۱۴۰۵,"۱۸۲,۴۰۰,۰۰۰","۱۸۲,۴۰۰,۰۰۰",شنبه ساعت ۱۷:۰۰ تا ۲۰:۰۰ | دوشنبه ساعت ۱۷:۰۰ تا ۲۰:۰۰,https://mftplus.com/lesson/4254/دوره-جامع-مدیریت-سرمایه-گذاری-در-بازارهای-پولی-و-مالی-بین-الملل-(FX-&-CFD)
نقاشی دیجیتال,هنر و سینما,زعفرانیه,مشخص نشده,شنبه ۲ اسفند ۱۴۰۴,شنبه ۲۲ فروردین ۱۴۰۵,"۵۵,۰۰۰,۰۰۰","۵۵,۰۰۰,۰۰۰",شنبه ساعت ۱۶:۰۰ تا ۱۹:۰۰ | چهارشنبه ساعت ۱۶:۰۰ تا ۱۹:۰۰,https://mftplus.com/lesson/3799/نقاشی-دیجیتال
زبان انگلیسی A1.1,زبانهای خارجی,بلوار کاوه(قیطریه),مشخص نشده,شنبه ۲ اسفند ۱۴۰۴,دوشنبه ۱۴ اردیبهشت ۱۴۰۵,"۲۶,۶۰۰,۰۰۰","۲۶,۶۰۰,۰۰۰",شنبه ساعت ۱۶:۰۰ تا ۱۸:۰۰ | دوشنبه ساعت ۱۶:۰۰ تا ۱۸:۰۰,https://mftplus.com/lesson/231215275/زبان-انگلیسی-A1.1
KETS 7,زبانهای خارجی,بلوار کاوه(قیطریه),مشخص نشده,شنبه ۲ اسفند ۱۴۰۴,شنبه ۲ خرداد ۱۴۰۵,"۲۱,۶۰۰,۰۰۰","۲۱,۶۰۰,۰۰۰",شنبه ساعت ۱۶:۳۰ تا ۱۸:۰۰ | چهارشنبه ساعت ۱۶:۳۰ تا ۱۸:۰۰,https://mftplus.com/lesson/231717129/KETS-7
KETS 6,زبانهای خارجی,بلوار کاوه(قیطریه),مشخص نشده,شنبه ۲ اسفند ۱۴۰۴,دوشنبه ۲۸ اردیبهشت ۱۴۰۵,"۲۱,۶۰۰,۰۰۰","۲۱,۶۰۰,۰۰۰",شنبه ساعت ۱۳:۳۰ تا ۱۵:۰۰ | دوشنبه ساعت ۱۳:۳۰ تا ۱۵:۰۰,https://mftplus.com/lesson/231717128/KETS-6
دوره جامع طراحی طلا و جواهرات به کمک نرم افزار MATRIX,علوم مهندسی,بلوار کاوه(قیطریه),مشخص نشده,شنبه ۲ اسفند ۱۴۰۴,شنبه ۳۰ آبان ۱۴۰۵,"۱۹۹,۰۰۰,۰۰۰","۱۹۹,۰۰۰,۰۰۰",شنبه ساعت ۱۵:۰۰ تا ۱۹:۰۰,https://mftplus.com/lesson/4502/دوره-جامع-طراحی-طلا-و-جواهرات-به-کمک-نرم-افزار-MATRIX
طراحی و اجرای تاسیسات الکتریکی (1) – تاسیسات برق ساختمانی,برق و الکترونیک,بلوار کاوه(قیطریه),مشخص نشده,شنبه ۲ اسفند ۱۴۰۴,شنبه ۲۲ فروردین ۱۴۰۵,"۵۶,۰۰۰,۰۰۰","۵۶,۰۰۰,۰۰۰",شنبه ساعت ۱۴:۰۰ تا ۱۷:۰۰ | دوشنبه ساعت ۱۴:۰۰ تا ۱۷:۰۰,https://mftplus.com/lesson/4559/طراحی-و-اجرای-تاسیسات-الکتریکی-(1)-–-تاسیسات-برق-ساختمانی
پکیج غواصی صنعتی,صنایع دریایی,زعفرانیه,مشخص نشده,شنبه ۲ اسفند ۱۴۰۴,پنجشنبه ۲۰ فروردین ۱۴۰۵,"۱,۱۵۵,۰۰۰,۰۰۰","۱,۱۵۵,۰۰۰,۰۰۰",شنبه ساعت ۰۹:۰۰ تا ۱۷:۰۰ | یکشنبه ساعت ۰۹:۰۰ تا ۱۷:۰۰ | دوشنبه ساعت ۰۹:۰۰ تا ۱۷:۰۰ | سه شنبه ساعت ۰۹:۰۰ تا ۱۷:۰۰ | چهارشنبه ساعت ۰۹:۰۰ تا ۱۷:۰۰ | پنجشنبه ساعت ۰۹:۰۰ تا ۱۷:۰۰,https://mftplus.com/lesson/4157/پکیج-غواصی-صنعتی
غواصی صنعتی مقدماتی,صنایع دریایی,زعفرانیه,مشخص نشده,شنبه ۲ اسفند ۱۴۰۴,چهارشنبه ۱۳ اسفند ۱۴۰۴,"۳۰۰,۰۰۰,۰۰۰","۳۰۰,۰۰۰,۰۰۰",شنبه ساعت ۰۹:۰۰ تا ۱۷:۰۰ | یکشنبه ساعت ۰۹:۰۰ تا ۱۷:۰۰ | دوشنبه ساعت ۰۹:۰۰ تا ۱۷:۰۰ | سه شنبه ساعت ۰۹:۰۰ تا ۱۷:۰۰ | چهارشنبه ساعت ۰۹:۰۰ تا ۱۷:۰۰ | پنجشنبه ساعت ۰۹:۰۰ تا ۱۷:۰۰,https://mftplus.com/lesson/4140/غواصی-صنعتی-مقدماتی
یک ستاره,صنایع دریایی,زعفرانیه,مشخص نشده,شنبه ۲ اسفند ۱۴۰۴,دوشنبه ۴ اسفند ۱۴۰۴,"۲۰۰,۰۰۰,۰۰۰","۲۰۰,۰۰۰,۰۰۰",شنبه ساعت ۰۹:۰۰ تا ۱۷:۰۰ | یکشنبه ساعت ۰۹:۰۰ تا ۱۷:۰۰ | دوشنبه ساعت ۰۹:۰۰ تا ۱۷:۰۰ | سه شنبه ساعت ۰۹:۰۰ تا ۱۷:۰۰ | چهارشنبه ساعت ۰۹:۰۰ تا ۱۷:۰۰ | پنجشنبه ساعت ۰۹:۰۰ تا ۱۷:۰۰,https://mftplus.com/lesson/5597/یک-ستاره
یک ستاره,صنایع دریایی,اکباتان,مشخص نشده,شنبه ۲ اسفند ۱۴۰۴,دوشنبه ۴ اسفند ۱۴۰۴,"۲۰۰,۰۰۰,۰۰۰","۲۰۰,۰۰۰,۰۰۰",شنبه ساعت ۰۹:۰۰ تا ۱۷:۰۰ | یکشنبه ساعت ۰۹:۰۰ تا ۱۷:۰۰ | دوشنبه ساعت ۰۹:۰۰ تا ۱۷:۰۰ | سه شنبه ساعت ۰۹:۰۰ تا ۱۷:۰۰ | چهارشنبه ساعت ۰۹:۰۰ تا ۱۷:۰۰ | پنجشنبه ساعت ۰۹:۰۰ تا ۱۷:۰۰,https://mftplus.com/lesson/5597/یک-ستاره
غواصی صنعتی مقدماتی,صنایع دریایی,اکباتان,مشخص نشده,شنبه ۲ اسفند ۱۴۰۴,چهارشنبه ۱۳ اسفند ۱۴۰۴,"۳۰۰,۰۰۰,۰۰۰","۳۰۰,۰۰۰,۰۰۰",شنبه ساعت ۰۹:۰۰ تا ۱۷:۰۰ | یکشنبه ساعت ۰۹:۰۰ تا ۱۷:۰۰ | دوشنبه ساعت ۰۹:۰۰ تا ۱۷:۰۰ | سه شنبه ساعت ۰۹:۰۰ تا ۱۷:۰۰ | چهارشنبه ساعت ۰۹:۰۰ تا ۱۷:۰۰ | پنجشنبه ساعت ۰۹:۰۰ تا ۱۷:۰۰,https://mftplus.com/lesson/4140/غواصی-صنعتی-مقدماتی
پکیج غواصی صنعتی,صنایع دریایی,اکباتان,مشخص نشده,شنبه ۲ اسفند ۱۴۰۴,پنجشنبه ۲۰ فروردین ۱۴۰۵,"۱,۱۵۵,۰۰۰,۰۰۰","۱,۱۵۵,۰۰۰,۰۰۰",شنبه ساعت ۰۹:۰۰ تا ۱۷:۰۰ | یکشنبه ساعت ۰۹:۰۰ تا ۱۷:۰۰ | دوشنبه ساعت ۰۹:۰۰ تا ۱۷:۰۰ | سه شنبه ساعت ۰۹:۰۰ تا ۱۷:۰۰ | چهارشنبه ساعت ۰۹:۰۰ تا ۱۷:۰۰ | پنجشنبه ساعت ۰۹:۰۰ تا ۱۷:۰۰,https://mftplus.com/lesson/4157/پکیج-غواصی-صنعتی
طراحی فضای سبز و محوطه سازی  (basic),معماری,بلوار کاوه(قیطریه),مشخص نشده,شنبه ۲ اسفند ۱۴۰۴,شنبه ۱۷ مرداد ۱۴۰۵,"۲۲۷,۰۰۰,۰۰۰","۲۲۷,۰۰۰,۰۰۰",شنبه ساعت ۱۴:۰۰ تا ۲۰:۰۰,https://mftplus.com/lesson/3914/طراحی-فضای-سبز-و-محوطه-سازی-(basic)
طراحی صنعتی به کمک Rhino,علوم مهندسی,سعادت آباد (مرکزی),مشخص نشده,شنبه ۲ اسفند ۱۴۰۴,شنبه ۵ اردیبهشت ۱۴۰۵,"۷۹,۰۰۰,۰۰۰","۷۹,۰۰۰,۰۰۰",شنبه ساعت ۱۷:۳۰ تا ۲۰:۳۰ | دوشنبه ساعت ۱۷:۳۰ تا ۲۰:۳۰,https://mftplus.com/lesson/153717123/طراحی-صنعتی-به-کمک-Rhino
نقشه کشی معماری,معماری,بلوار کاوه(قیطریه),مشخص نشده,شنبه ۲ اسفند ۱۴۰۴,شنبه ۵ اردیبهشت ۱۴۰۵,"۶۲,۰۰۰,۰۰۰","۶۲,۰۰۰,۰۰۰",شنبه ساعت ۰۹:۰۰ تا ۱۴:۰۰,https://mftplus.com/lesson/391212129/نقشه-کشی-معماری
پتینه مقدماتی تا پیشرفته,هنر و سینما,بلوار کاوه(قیطریه),مشخص نشده,شنبه ۲ اسفند ۱۴۰۴,دوشنبه ۱۷ فروردین ۱۴۰۵,"۱۱۴,۰۰۰,۰۰۰","۱۱۴,۰۰۰,۰۰۰",شنبه ساعت ۱۰:۰۰ تا ۱۵:۰۰ | دوشنبه ساعت ۱۰:۰۰ تا ۱۵:۰۰,https://mftplus.com/lesson/4885/پتینه-مقدماتی-تا-پیشرفته
پتینه مقدماتی,هنر و سینما,بلوار کاوه(قیطریه),مشخص نشده,شنبه ۲ اسفند ۱۴۰۴,دوشنبه ۱۸ اسفند ۱۴۰۴,"۵۸,۶۰۰,۰۰۰","۵۸,۶۰۰,۰۰۰",شنبه ساعت ۱۰:۰۰ تا ۱۵:۰۰ | دوشنبه ساعت ۱۰:۰۰ تا ۱۵:۰۰,https://mftplus.com/lesson/4538/پتینه-مقدماتی
پتینه دکوراتیو ساختمانی و مبلمان,هنر و سینما,بلوار کاوه(قیطریه),مشخص نشده,شنبه ۲ اسفند ۱۴۰۴,دوشنبه ۴ خرداد ۱۴۰۵,"۱۵۶,۰۰۰,۰۰۰","۱۵۶,۰۰۰,۰۰۰",شنبه ساعت ۱۵:۰۰ تا ۲۰:۰۰ | دوشنبه ساعت ۱۵:۰۰ تا ۲۰:۰۰,https://mftplus.com/lesson/431512151/پتینه-دکوراتیو-ساختمانی-و-مبلمان
نرم افزار Lumion,معماری,بلوار کاوه(قیطریه),مشخص نشده,شنبه ۲ اسفند ۱۴۰۴,شنبه ۲۲ فروردین ۱۴۰۵,"۶۶,۰۰۰,۰۰۰","۶۶,۰۰۰,۰۰۰",شنبه ساعت ۱۴:۰۰ تا ۱۹:۰۰,https://mftplus.com/lesson/391412154/نرم-افزار-Lumion
زبان اسپانیایی A1.1,زبانهای خارجی,سعادت آباد (مرکزی),مشخص نشده,شنبه ۲ اسفند ۱۴۰۴,شنبه ۲۲ فروردین ۱۴۰۵,"۳۲,۶۰۰,۰۰۰","۳۲,۶۰۰,۰۰۰",شنبه ساعت ۱۴:۳۰ تا ۱۷:۳۰ | چهارشنبه ساعت ۱۴:۳۰ تا ۱۷:۳۰,https://mftplus.com/lesson/231612153/زبان-اسپانیایی-A1.1
تهیه نقشه های سازه با نرم افزار Revit structure,علوم مهندسی,بلوار کاوه(قیطریه),مشخص نشده,شنبه ۲ اسفند ۱۴۰۴,شنبه ۲۹ فروردین ۱۴۰۵,"۷۲,۵۰۰,۰۰۰","۷۲,۵۰۰,۰۰۰",شنبه ساعت ۱۷:۰۰ تا ۲۰:۳۰ | دوشنبه ساعت ۱۷:۰۰ تا ۲۰:۳۰,https://mftplus.com/lesson/4617/تهیه-نقشه-های-سازه-با-نرم-افزار-Revit-structure
مقدمه ای بر الگوریتم و برنامه نویسی,فناوری اطلاعات و ارتباطات,پارک ساعی,مشخص نشده,شنبه ۲ اسفند ۱۴۰۴,دوشنبه ۳۱ فروردین ۱۴۰۵,"۲۸,۰۰۰,۰۰۰","۳۳,۰۰۰,۰۰۰",شنبه ساعت ۱۷:۳۰ تا ۲۰:۳۰ | دوشنبه ساعت ۱۷:۳۰ تا ۲۰:۳۰,https://mftplus.com/lesson/132017130/مقدمه-ای-بر-الگوریتم-و-برنامه-نویسی
Microsoft Office Excel 2021,فناوری اطلاعات و ارتباطات,سیدخندان,مشخص نشده,شنبه ۲ اسفند ۱۴۰۴,دوشنبه ۱۸ اسفند ۱۴۰۴,"۲۸,۰۰۰,۰۰۰","۲۸,۰۰۰,۰۰۰",شنبه ساعت ۱۷:۳۰ تا ۲۰:۳۰ | دوشنبه ساعت ۱۷:۳۰ تا ۲۰:۳۰ | چهارشنبه ساعت ۱۷:۳۰ تا ۲۰:۳۰,https://mftplus.com/lesson/5578/Microsoft-Office-Excel-2021
ICDL 2021 Level 2,فناوری اطلاعات و ارتباطات,سیدخندان,مشخص نشده,شنبه ۲ اسفند ۱۴۰۴,شنبه ۵ اردیبهشت ۱۴۰۵,"۴۴,۰۰۰,۰۰۰","۴۴,۰۰۰,۰۰۰",شنبه ساعت ۱۷:۳۰ تا ۲۰:۳۰ | دوشنبه ساعت ۱۷:۳۰ تا ۲۰:۳۰ | چهارشنبه ساعت ۱۷:۳۰ تا ۲۰:۳۰,https://mftplus.com/lesson/5573/ICDL-2021-Level-2
دوره ی جامع بازسازی و اجرای پروژه های طراحی داخلی,معماری,بلوار کاوه(قیطریه),مشخص نشده,شنبه ۲ اسفند ۱۴۰۴,شنبه ۵ اردیبهشت ۱۴۰۵,"۱۴۸,۰۰۰,۰۰۰","۱۴۸,۰۰۰,۰۰۰",شنبه ساعت ۱۴:۰۰ تا ۱۹:۰۰,https://mftplus.com/lesson/391612165/دوره-ی-جامع-بازسازی-و-اجرای-پروژه-های-طراحی-داخلی
برنامه نویسی به زبان ++C,فناوری اطلاعات و ارتباطات,بلوار کاوه(قیطریه),مشخص نشده,شنبه ۲ اسفند ۱۴۰۴,شنبه ۲۶ اردیبهشت ۱۴۰۵,"۶۵,۰۰۰,۰۰۰","۸۰,۰۰۰,۰۰۰",شنبه ساعت ۱۷:۰۰ تا ۲۰:۰۰ | چهارشنبه ساعت ۱۷:۰۰ تا ۲۰:۰۰,https://mftplus.com/lesson/132017134/برنامه-نویسی-به-زبان-++C
نازکدوزی زنانه,فناوری مد و پوشاک,بلوار کاوه(قیطریه),مشخص نشده,شنبه ۲ اسفند ۱۴۰۴,شنبه ۲۷ تیر ۱۴۰۵,"۱۳۱,۰۰۰,۰۰۰","۱۳۱,۰۰۰,۰۰۰",شنبه ساعت ۰۸:۰۰ تا ۱۴:۰۰,https://mftplus.com/lesson/411414164/نازکدوزی-زنانه
دوخت تخصصی شلوار,فناوری مد و پوشاک,بلوار کاوه(قیطریه),مشخص نشده,شنبه ۲ اسفند ۱۴۰۴,شنبه ۲۶ اردیبهشت ۱۴۰۵,"۵۷,۰۰۰,۰۰۰","۵۷,۰۰۰,۰۰۰",شنبه ساعت ۱۱:۰۰ تا ۱۵:۰۰,https://mftplus.com/lesson/4440/دوخت-تخصصی-شلوار
کارگاه حقوق و دستمزد,علوم مالی و حسابداری,اکباتان,مشخص نشده,شنبه ۲ اسفند ۱۴۰۴,دوشنبه ۱۱ اسفند ۱۴۰۴,"۲۱,۹۰۰,۰۰۰","۲۱,۹۰۰,۰۰۰",شنبه ساعت ۱۷:۳۰ تا ۲۰:۳۰ | دوشنبه ساعت ۱۷:۳۰ تا ۲۰:۳۰,https://mftplus.com/lesson/4274/کارگاه-حقوق-و-دستمزد
نازکدوزی زنانه,فناوری مد و پوشاک,پارک ساعی,مشخص نشده,شنبه ۲ اسفند ۱۴۰۴,شنبه ۶ تیر ۱۴۰۵,"۱۳۱,۰۰۰,۰۰۰","۱۳۱,۰۰۰,۰۰۰",شنبه ساعت ۱۳:۰۰ تا ۱۷:۰۰ | چهارشنبه ساعت ۱۳:۰۰ تا ۱۷:۰۰,https://mftplus.com/lesson/411414164/نازکدوزی-زنانه
